epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,525.762,0.66869,0.51987,0.81907,0.99041,1,0.995,0.8433,0.63144,0.50149,0.81809,0.000834822,0.000834822,0.000834822
44,537.424,0.63455,0.50276,0.82411,0.99144,1,0.995,0.84418,0.61816,0.49182,0.81851,0.000820675,0.000820675,0.000820675
45,548.68,0.67107,0.51609,0.82356,0.9952,1,0.995,0.84217,0.61841,0.49808,0.81893,0.000806528,0.000806528,0.000806528
46,560.118,0.6942,0.51739,0.82701,0.99465,1,0.995,0.83446,0.62933,0.49659,0.8171,0.00079238,0.00079238,0.00079238
47,571.363,0.66241,0.4919,0.82876,0.99458,1,0.995,0.82945,0.65734,0.47878,0.82132,0.000778233,0.000778233,0.000778233
48,582.752,0.6793,0.50648,0.83023,0.99207,1,0.995,0.84003,0.63942,0.49088,0.81917,0.000764086,0.000764086,0.000764086
49,594.216,0.65175,0.4872,0.82254,0.98819,1,0.995,0.8444,0.63253,0.48996,0.81973,0.000749939,0.000749939,0.000749939
50,605.734,0.72324,0.51507,0.83381,0.9904,1,0.995,0.8216,0.69888,0.50518,0.82867,0.000735792,0.000735792,0.000735792
51,617.263,0.68225,0.49522,0.82497,0.99353,1,0.995,0.83305,0.63577,0.48599,0.81648,0.000721645,0.000721645,0.000721645
52,628.476,0.65556,0.51746,0.82714,0.99486,0.99845,0.995,0.82856,0.64723,0.48741,0.81637,0.000707498,0.000707498,0.000707498
53,639.925,0.64837,0.48346,0.81741,0.99581,0.99839,0.995,0.83729,0.63801,0.48824,0.8153,0.000693351,0.000693351,0.000693351
54,651.358,0.67409,0.49314,0.83222,0.99742,1,0.995,0.8291,0.67063,0.49055,0.81599,0.000679204,0.000679204,0.000679204
55,662.972,0.66867,0.49008,0.81986,0.99442,0.99783,0.995,0.84154,0.63129,0.45458,0.814,0.000665057,0.000665057,0.000665057
56,674.647,0.63756,0.47864,0.81832,0.99198,1,0.995,0.84632,0.63638,0.46178,0.81669,0.000650909,0.000650909,0.000650909
57,686.074,0.63719,0.48202,0.82387,0.99382,1,0.995,0.84816,0.64645,0.46132,0.81723,0.000636762,0.000636762,0.000636762
58,697.419,0.66891,0.50713,0.84354,0.9933,1,0.995,0.83383,0.66957,0.46168,0.81933,0.000622615,0.000622615,0.000622615
59,708.803,0.62837,0.45658,0.81924,0.99333,1,0.995,0.84337,0.641,0.45851,0.8128,0.000608468,0.000608468,0.000608468
60,720.118,0.62844,0.46224,0.83336,0.99631,1,0.995,0.85431,0.6214,0.44885,0.81033,0.000594321,0.000594321,0.000594321
61,731.796,0.61215,0.4625,0.8295,0.99745,1,0.995,0.85248,0.62033,0.44452,0.81195,0.000580174,0.000580174,0.000580174
62,743.211,0.64494,0.46068,0.80557,0.99644,1,0.995,0.83703,0.66238,0.45095,0.81679,0.000566027,0.000566027,0.000566027
63,754.899,0.65075,0.48171,0.80712,0.99688,1,0.995,0.85179,0.61277,0.43654,0.81459,0.00055188,0.00055188,0.00055188
64,766.407,0.64675,0.45533,0.81701,0.99525,1,0.995,0.8591,0.60788,0.44415,0.8134,0.000537733,0.000537733,0.000537733
65,777.749,0.61616,0.4531,0.83111,0.99466,1,0.995,0.85314,0.6149,0.43826,0.81464,0.000523586,0.000523586,0.000523586
66,788.771,0.62558,0.44463,0.81549,0.99546,1,0.995,0.84085,0.66707,0.45621,0.82071,0.000509438,0.000509438,0.000509438
67,800.104,0.59994,0.43348,0.81249,0.99662,1,0.995,0.85386,0.63042,0.44178,0.81863,0.000495291,0.000495291,0.000495291
68,811.893,0.61067,0.44434,0.81808,0.99503,1,0.995,0.8457,0.61281,0.44036,0.81817,0.000481144,0.000481144,0.000481144
69,825.873,0.61355,0.43006,0.81612,0.99433,0.99962,0.995,0.83448,0.61472,0.4329,0.81537,0.000466997,0.000466997,0.000466997
70,864.538,0.61678,0.43485,0.81378,0.99358,0.99841,0.995,0.84713,0.59742,0.4235,0.80952,0.00045285,0.00045285,0.00045285
71,909.384,0.5992,0.42787,0.81702,0.99419,1,0.995,0.86201,0.58901,0.42724,0.81172,0.000438703,0.000438703,0.000438703
72,948.816,0.58837,0.45312,0.81471,0.99051,1,0.995,0.85184,0.60081,0.43028,0.81106,0.000424556,0.000424556,0.000424556
73,990.247,0.61485,0.43088,0.82652,0.99168,1,0.995,0.84909,0.61451,0.42936,0.80996,0.000410409,0.000410409,0.000410409
74,1037.93,0.60387,0.42224,0.81023,0.99485,1,0.995,0.84304,0.61814,0.42269,0.81023,0.000396262,0.000396262,0.000396262
75,1087.96,0.58867,0.41508,0.81351,0.99672,1,0.995,0.84481,0.60308,0.42446,0.80757,0.000382115,0.000382115,0.000382115
76,1133.34,0.60667,0.42545,0.79764,0.99652,1,0.995,0.85321,0.59443,0.42183,0.80816,0.000367967,0.000367967,0.000367967
77,1184.08,0.56776,0.41952,0.80596,0.99653,1,0.995,0.85256,0.5899,0.41469,0.8074,0.00035382,0.00035382,0.00035382
78,1236.36,0.56856,0.4227,0.80493,0.99583,1,0.995,0.85638,0.57795,0.41685,0.80625,0.000339673,0.000339673,0.000339673
79,1248.15,0.5698,0.42023,0.80944,0.99461,1,0.995,0.85898,0.56191,0.40964,0.80406,0.000325526,0.000325526,0.000325526
80,1259.21,0.58182,0.41369,0.80961,0.99424,1,0.995,0.85645,0.56596,0.39472,0.80444,0.000311379,0.000311379,0.000311379
81,1278.63,0.56758,0.40205,0.80956,0.99415,1,0.995,0.85849,0.57323,0.39794,0.80506,0.000297232,0.000297232,0.000297232
82,1319.24,0.56123,0.39714,0.80466,0.99471,1,0.995,0.85846,0.57307,0.40516,0.80594,0.000283085,0.000283085,0.000283085
83,1363.86,0.59045,0.41186,0.80127,0.99499,1,0.995,0.85529,0.58248,0.40337,0.80691,0.000268938,0.000268938,0.000268938
84,1389.89,0.5997,0.42899,0.80383,0.99536,1,0.995,0.86514,0.56082,0.39634,0.80448,0.000254791,0.000254791,0.000254791
85,1401.22,0.55228,0.40354,0.8022,0.99494,1,0.995,0.86293,0.56445,0.39552,0.80465,0.000240644,0.000240644,0.000240644
86,1412.68,0.56655,0.40858,0.80141,0.99363,1,0.995,0.85416,0.55775,0.39544,0.80467,0.000226497,0.000226497,0.000226497
87,1424.06,0.54671,0.39704,0.81054,0.99334,1,0.995,0.85323,0.56151,0.39259,0.80543,0.000212349,0.000212349,0.000212349
88,1435.39,0.53492,0.39905,0.82264,0.99358,1,0.995,0.8615,0.56147,0.38544,0.80455,0.000198202,0.000198202,0.000198202
89,1446.47,0.57727,0.40431,0.80076,0.99376,1,0.995,0.85959,0.56566,0.38533,0.80469,0.000184055,0.000184055,0.000184055
90,1457.82,0.53802,0.38339,0.80757,0.99399,1,0.995,0.86284,0.56527,0.38319,0.80436,0.000169908,0.000169908,0.000169908
91,1468.69,0.54342,0.40103,0.7929,0.99396,1,0.995,0.86895,0.56435,0.38806,0.8024,0.000155761,0.000155761,0.000155761
92,1479.77,0.52236,0.38423,0.79468,0.99427,1,0.995,0.87078,0.576,0.39746,0.80333,0.000141614,0.000141614,0.000141614
93,1491.05,0.5198,0.38374,0.78776,0.99456,1,0.995,0.87402,0.57744,0.40156,0.80362,0.000127467,0.000127467,0.000127467
94,1502.26,0.5127,0.39161,0.79045,0.99491,1,0.995,0.87646,0.55804,0.40055,0.80239,0.00011332,0.00011332,0.00011332
95,1513.37,0.50723,0.37867,0.79767,0.99503,1,0.995,0.86982,0.55974,0.38926,0.80257,9.91726e-05,9.91726e-05,9.91726e-05
96,1524.31,0.51013,0.36831,0.79984,0.9955,1,0.995,0.86729,0.56237,0.38342,0.80302,8.50255e-05,8.50255e-05,8.50255e-05
97,1535.17,0.51983,0.37213,0.78669,0.99554,1,0.995,0.86972,0.56291,0.38231,0.80284,7.08784e-05,7.08784e-05,7.08784e-05
98,1546.18,0.48558,0.36242,0.80646,0.9955,1,0.995,0.87106,0.56085,0.38167,0.80261,5.67313e-05,5.67313e-05,5.67313e-05
99,1557.37,0.5098,0.3889,0.78363,0.99572,1,0.995,0.87366,0.55509,0.38029,0.80244,4.25842e-05,4.25842e-05,4.25842e-05
100,1568.32,0.49343,0.36387,0.79826,0.99576,1,0.995,0.87021,0.55216,0.37967,0.80263,2.84371e-05,2.84371e-05,2.84371e-05
