epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,234.605,0.89446,0.83279,0.85859,1,0.66757,0.97467,0.71558,0.95235,1.95744,0.86938,0.000980523,0.000980523,0.000980523
14,246.314,0.91615,0.78022,0.86554,1,0.54987,0.9937,0.77422,0.85211,2.07766,0.84712,0.00102934,0.00102934,0.00102934
15,257.509,0.87011,0.77755,0.86932,0.98708,0.94442,0.995,0.77776,0.84627,1.47766,0.8504,0.00103288,0.00103288,0.00103288
16,269.587,0.83032,0.70105,0.85005,0.9934,0.98703,0.995,0.7453,0.91913,1.36221,0.87375,0.00100459,0.00100459,0.00100459
17,281.267,0.82985,0.71047,0.85569,0.98816,0.98992,0.995,0.75968,0.874,1.32374,0.86396,0.000976293,0.000976293,0.000976293
18,310.987,0.82431,0.70262,0.84625,0.96335,0.97696,0.995,0.79018,0.79484,1.05406,0.84191,0.000947999,0.000947999,0.000947999
19,363.075,0.77741,0.69187,0.8566,0.97343,0.99654,0.995,0.78182,0.80243,0.79889,0.86263,0.000919704,0.000919704,0.000919704
20,417.119,0.79784,0.69392,0.85268,0.99091,1,0.995,0.78801,0.78971,0.79152,0.85603,0.00089141,0.00089141,0.00089141
21,473.53,0.79157,0.67356,0.85468,0.9825,1,0.995,0.79297,0.78976,0.77555,0.84445,0.000863116,0.000863116,0.000863116
22,529.063,0.72218,0.64249,0.84131,0.9799,1,0.995,0.81277,0.73313,0.76893,0.83352,0.000834822,0.000834822,0.000834822
23,585.493,0.73193,0.63039,0.82861,0.99443,0.99577,0.995,0.81021,0.7317,0.74787,0.83481,0.000806528,0.000806528,0.000806528
24,641.186,0.73408,0.63114,0.8531,0.98528,0.99643,0.995,0.82189,0.72115,0.69683,0.83578,0.000778233,0.000778233,0.000778233
25,698.269,0.73668,0.60276,0.84209,0.98531,0.99646,0.995,0.8245,0.71897,0.69669,0.83631,0.000749939,0.000749939,0.000749939
26,750.472,0.73176,0.59404,0.83901,0.98496,0.99626,0.995,0.82521,0.69925,0.65149,0.82905,0.000721645,0.000721645,0.000721645
27,787.248,0.73048,0.59438,0.84779,0.98715,1,0.995,0.81234,0.71332,0.66158,0.82721,0.000693351,0.000693351,0.000693351
28,798.682,0.70228,0.59912,0.83081,0.98718,1,0.995,0.835,0.69388,0.6648,0.82307,0.000665057,0.000665057,0.000665057
29,809.993,0.72344,0.58646,0.83104,0.98471,1,0.995,0.82585,0.69327,0.64317,0.82145,0.000636762,0.000636762,0.000636762
30,821.126,0.75067,0.60084,0.83821,0.99277,1,0.995,0.83536,0.66734,0.57055,0.82202,0.000608468,0.000608468,0.000608468
31,832.582,0.67167,0.55438,0.82183,0.99304,0.999,0.995,0.82176,0.68863,0.57836,0.82413,0.000580174,0.000580174,0.000580174
32,843.985,0.70475,0.55738,0.84051,0.98517,1,0.995,0.82576,0.67161,0.55891,0.82288,0.00055188,0.00055188,0.00055188
33,855.348,0.72711,0.56913,0.84554,0.98173,1,0.995,0.83498,0.63702,0.55282,0.81846,0.000523586,0.000523586,0.000523586
34,866.738,0.6952,0.55377,0.82453,0.98363,1,0.995,0.83529,0.62431,0.55858,0.82044,0.000495291,0.000495291,0.000495291
35,879.025,0.69731,0.54786,0.84313,0.98981,1,0.995,0.83379,0.656,0.55764,0.81859,0.000466997,0.000466997,0.000466997
36,896.248,0.69042,0.56285,0.8321,0.99438,1,0.995,0.84051,0.62286,0.54302,0.81742,0.000438703,0.000438703,0.000438703
37,912.19,0.71252,0.54704,0.8305,0.99384,1,0.995,0.8366,0.62457,0.53136,0.81793,0.000410409,0.000410409,0.000410409
38,928.501,0.66837,0.51924,0.84541,0.99029,1,0.995,0.84377,0.62537,0.52424,0.81832,0.000382115,0.000382115,0.000382115
39,944.275,0.65353,0.53232,0.81997,0.98783,1,0.995,0.8372,0.62768,0.51182,0.81723,0.00035382,0.00035382,0.00035382
40,956.238,0.64421,0.50622,0.84672,0.98941,1,0.995,0.84732,0.61846,0.51146,0.818,0.000325526,0.000325526,0.000325526
41,967.71,0.6314,0.51282,0.82933,0.99044,1,0.995,0.84494,0.61527,0.50657,0.81684,0.000297232,0.000297232,0.000297232
42,979.074,0.61432,0.51819,0.84051,0.98955,1,0.995,0.85124,0.64019,0.52184,0.8155,0.000268938,0.000268938,0.000268938
43,990.757,0.61327,0.51144,0.81455,0.98961,1,0.995,0.83755,0.64669,0.52602,0.81376,0.000240644,0.000240644,0.000240644
44,1005.93,0.62745,0.51085,0.80978,0.98883,1,0.995,0.84686,0.62298,0.50413,0.81365,0.000212349,0.000212349,0.000212349
45,1056.7,0.59687,0.49164,0.82073,0.98884,1,0.995,0.84307,0.61167,0.49417,0.81309,0.000184055,0.000184055,0.000184055
46,1107.31,0.58074,0.47873,0.82605,0.99093,1,0.995,0.85149,0.60574,0.48342,0.81273,0.000155761,0.000155761,0.000155761
47,1140.69,0.60876,0.49712,0.80765,0.99183,1,0.995,0.84917,0.59875,0.47866,0.81198,0.000127467,0.000127467,0.000127467
48,1181.78,0.58112,0.48,0.81065,0.99193,1,0.995,0.8504,0.60157,0.48089,0.81139,9.91726e-05,9.91726e-05,9.91726e-05
49,1231.41,0.56487,0.46865,0.81564,0.99218,1,0.995,0.84912,0.60187,0.48348,0.81169,7.08784e-05,7.08784e-05,7.08784e-05
50,1245.85,0.56194,0.47502,0.81132,0.99255,1,0.995,0.85177,0.5959,0.48217,0.81091,4.25842e-05,4.25842e-05,4.25842e-05
